source,key,n_prefs,fitness,n_prefs_source
model,"(1, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0)",4,35.92103958129883,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0)",3,35.959896087646484,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 1, 0, 0)",4,36.190242767333984,4_model
model,"(1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0)",2,36.90663528442383,2_model
model,"(1, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0)",3,36.94955825805664,3_model
model,"(1, 1, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)",4,36.03133773803711,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0)",4,36.33632278442383,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1, 0)",4,37.28042984008789,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0)",4,36.63070297241211,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 1, 0, 0)",4,36.1015739440918,4_model
model,"(1, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0)",3,37.22439193725586,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0)",4,34.92538070678711,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0)",4,36.87015914916992,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0)",4,36.688114166259766,4_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0)",3,36.58405685424805,3_model
model,"(1, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0)",4,36.27004623413086,4_model
model,"(1, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0)",3,36.229854583740234,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 1, 0, 1, 0)",4,35.78129196166992,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 1, 0, 0, 0)",4,36.300113677978516,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 2, 0, 0, 0)",4,36.806095123291016,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 2, 0, 0, 1, 0)",4,36.3787956237793,4_model
model,"(1, 1, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0)",3,36.965946197509766,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0)",4,35.16929244995117,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 1, 0)",4,36.660823822021484,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 1, 0, 0)",4,36.08060836791992,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 0, 1, 0, 0)",4,36.1075325012207,4_model
model,"(1, 1, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0)",4,36.4430046081543,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 1, 0)",3,36.421939849853516,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 1, 0, 1)",4,35.51729202270508,4_model
model,"(1, 1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0)",3,36.3649787902832,3_model
model,"(1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)",2,37.111148834228516,2_model
model,"(1, 0, 3, 0, 1, 0, 0, 0, 1, 0, 0, 1)",3,35.69400405883789,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 1)",4,35.967769622802734,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.05299758911133,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0)",3,35.89497756958008,3_model
model,"(1, 1, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0)",3,36.36973190307617,3_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 1, 1, 0, 0)",4,36.46342849731445,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1)",4,36.30986404418945,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 2, 0, 0, 1)",4,35.683406829833984,4_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 0, 1, 0, 0)",4,36.48848342895508,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 2, 0)",4,36.54338455200195,4_model
model,"(1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0)",3,36.97456741333008,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 1, 0, 0, 0)",4,36.537296295166016,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 2, 0, 1, 0)",4,36.94741439819336,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 0, 0)",4,36.26958084106445,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2)",4,36.31100082397461,4_model
model,"(1, 0, 4, 0, 2, 0, 0, 1, 0, 0, 0, 0)",4,36.72994613647461,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 0, 1, 0, 0, 0)",4,36.57602310180664,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0)",3,36.230594635009766,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 1, 0, 1)",4,35.633121490478516,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 0)",3,36.964229583740234,3_model
model,"(1, 0, 4, 1, 0, 1, 0, 1, 0, 1, 0, 0)",4,36.06692123413086,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 2, 0, 0, 1, 0)",3,35.462093353271484,3_model
model,"(1, 1, 3, 0, 0, 2, 0, 0, 1, 0, 0, 0)",3,36.3790168762207,3_model
model,"(1, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1)",3,36.31180191040039,3_model
model,"(1, 0, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0)",4,36.10641860961914,4_model
model,"(1, 0, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0)",3,36.211605072021484,3_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0)",4,37.0235710144043,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0)",3,36.27621078491211,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 1, 1, 0)",4,36.70711898803711,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 1, 0, 0, 1)",4,35.75014114379883,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 2, 0, 0, 0, 0)",4,36.431026458740234,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0)",4,36.90620803833008,4_model
model,"(1, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0)",3,36.07955551147461,3_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 1, 0, 0, 0)",4,36.617130279541016,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0)",3,37.17527389526367,3_model
model,"(1, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0)",4,36.29951858520508,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.11604690551758,4_model
model,"(1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0)",3,36.72764205932617,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 1, 1, 0, 0)",4,36.81150436401367,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0, 1)",4,35.82009506225586,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 2)",4,34.9711799621582,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 1, 0, 1, 0, 0)",4,35.79451370239258,4_model
model,"(1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 0, 2)",4,34.83016586303711,4_model
model,"(1, 0, 4, 0, 0, 1, 1, 0, 0, 0, 2, 0)",4,37.22428512573242,4_model
model,"(1, 1, 4, 0, 1, 1, 1, 0, 1, 0, 0, 0)",4,36.43942642211914,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 0, 1, 0, 0)",4,36.103641510009766,4_model
model,"(1, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0)",3,36.36746597290039,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 1, 0, 0, 0)",4,36.19279861450195,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0)",3,36.4460334777832,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 1, 1, 0, 0)",3,35.77695846557617,3_model
model,"(1, 1, 4, 1, 0, 0, 1, 1, 0, 0, 1, 0)",4,36.96982192993164,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 1, 0, 0)",4,36.00398635864258,4_model
model,"(1, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3,37.255611419677734,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0)",3,34.934261322021484,3_model
model,"(1, 0, 4, 0, 0, 1, 2, 1, 0, 0, 0, 0)",4,35.765987396240234,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 0, 0, 1, 1, 0)",4,36.563350677490234,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 1, 0)",4,37.25919723510742,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 2, 0, 0, 0)",4,35.998538970947266,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.28874588012695,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0)",3,36.3206672668457,3_model
model,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0)",2,37.081966400146484,2_model
model,"(1, 1, 4, 1, 0, 0, 0, 2, 0, 0, 1, 0)",4,36.580196380615234,4_model
model,"(1, 0, 4, 0, 0, 1, 1, 0, 0, 1, 0, 0)",4,36.228702545166016,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 1, 0, 1, 0)",4,35.914676666259766,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 0, 0, 0, 1)",4,36.276241302490234,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 1, 1, 0, 0)",3,35.886600494384766,3_model
model,"(1, 1, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0)",3,37.08297348022461,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 2, 0, 0, 0, 0)",4,35.52225875854492,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 0, 1)",4,35.71357345581055,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 0, 0, 1)",4,35.70930862426758,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 1)",4,36.41031265258789,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 0)",4,36.212459564208984,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1, 1)",4,36.68179702758789,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0)",4,36.648921966552734,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 1)",4,34.99708938598633,4_model
model,"(1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 1)",3,36.10044479370117,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 0, 0, 1)",4,36.248043060302734,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 0, 2, 0)",4,36.97097396850586,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 2, 0, 0)",4,36.10187911987305,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 0, 1)",4,35.91854476928711,4_model
model,"(1, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0)",3,35.737918853759766,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 2, 0, 0)",4,36.64628982543945,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 2, 0)",4,36.669315338134766,4_model
model,"(1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0)",2,36.23942184448242,2_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 1, 0, 0, 0)",4,36.42660903930664,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0)",4,37.06821823120117,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0)",4,36.54059982299805,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)",3,36.015682220458984,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 2)",4,35.34079360961914,4_model
model,"(1, 0, 4, 1, 0, 1, 2, 0, 0, 0, 0, 0)",4,36.20755386352539,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1, 2)",4,35.723079681396484,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1, 1)",3,35.8038444519043,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 2, 0, 0, 1, 0)",4,36.61116409301758,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 1, 1)",4,35.698123931884766,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 1)",3,36.16901779174805,3_model
model,"(1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1, 1)",3,36.43727493286133,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 2)",3,34.828243255615234,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 1, 0, 0, 1, 0)",4,36.44657516479492,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 1, 0, 0)",4,35.582393646240234,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1, 2)",4,36.400081634521484,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0)",4,36.11612319946289,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 2, 0, 0, 1, 0)",3,35.59738540649414,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0)",4,37.12343215942383,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0)",3,37.19876480102539,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1)",4,36.097293853759766,4_model
model,"(1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)",3,36.95547866821289,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.20973587036133,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 1)",3,35.75258255004883,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 2, 0, 0, 0)",4,36.85914993286133,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2)",3,34.85574722290039,3_model
model,"(1, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 1)",4,35.78401565551758,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 1, 0, 0, 0)",4,36.17984390258789,4_model
model,"(1, 1, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0)",4,37.1269416809082,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 0)",4,36.143375396728516,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 2)",4,36.311344146728516,4_model
model,"(1, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 1)",4,34.941890716552734,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0)",4,36.66914749145508,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.197383880615234,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 0, 0, 1)",4,35.69267654418945,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 2, 0, 0, 0, 0)",4,35.3958854675293,4_model
model,"(1, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0)",3,37.04435348510742,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 1)",3,34.99567794799805,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 2, 0, 0)",4,36.616573333740234,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 2, 0)",4,37.28493881225586,4_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0)",4,37.0536003112793,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 1, 0, 0)",4,36.02499771118164,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 1, 0, 0, 1)",4,35.71623611450195,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0)",4,36.77755355834961,4_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 1)",3,36.52495193481445,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 1, 0, 0, 0, 1)",4,35.61246871948242,4_model
model,"(1, 0, 4, 2, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.15141677856445,4_model
model,"(1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0)",3,37.09457778930664,3_model
model,"(1, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0)",3,36.0533561706543,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 1, 0, 0)",4,36.60569381713867,4_model
model,"(1, 1, 4, 1, 0, 0, 2, 1, 0, 0, 0, 0)",4,35.246150970458984,4_model
model,"(1, 0, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0)",4,36.95425033569336,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 1, 0, 0, 1, 0)",4,36.8171501159668,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0)",4,37.11716842651367,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 0, 0, 2, 0)",4,37.072994232177734,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 2, 0, 1)",4,35.25851058959961,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 1)",4,35.81728744506836,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0)",4,37.13138198852539,4_model
model,"(1, 0, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0)",4,36.459346771240234,4_model
model,"(1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1)",3,36.48654556274414,3_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 1, 0)",4,36.72584915161133,4_model
model,"(1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0)",2,37.024478912353516,2_model
model,"(1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)",2,36.741580963134766,2_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 2)",4,35.7741584777832,4_model
model,"(1, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0)",3,37.28731155395508,3_model
model,"(1, 1, 4, 2, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.607418060302734,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 1, 1, 0)",4,36.17497634887695,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 2, 1)",4,36.338993072509766,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 2, 0, 0)",4,35.929195404052734,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 1, 1, 0)",4,36.08156204223633,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 1, 2, 0, 0)",4,35.96291732788086,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 1, 1, 0)",4,36.16791915893555,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 2, 1)",4,35.975589752197266,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0)",4,35.997501373291016,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 0, 1, 0, 1, 0)",4,36.720523834228516,4_model
model,"(1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0)",3,37.33866500854492,3_model
model,"(1, 1, 4, 0, 1, 0, 1, 0, 0, 1, 0, 0)",4,36.4510383605957,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1)",3,35.53071212768555,3_model
model,"(1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 0, 1)",4,36.583011627197266,4_model
model,"(1, 0, 4, 0, 0, 1, 1, 0, 0, 0, 1, 0)",4,37.19041061401367,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0)",3,35.86188888549805,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 2, 0)",4,36.4769401550293,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2)",4,36.23526382446289,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0)",4,36.58855056762695,4_model
model,"(1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 0, 1)",4,35.76327896118164,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 0, 1, 1)",4,36.47248458862305,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 0)",4,36.62300491333008,4_model
model,"(1, 1, 4, 2, 0, 1, 0, 0, 0, 1, 0, 0)",4,36.42686080932617,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 2, 0)",3,36.4969596862793,3_model
model,"(1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0)",3,37.18008041381836,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 1, 1)",4,35.632205963134766,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 1, 0)",4,36.60505294799805,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 1)",4,35.88564682006836,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 1)",4,36.51704788208008,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 1, 1, 0, 0)",4,35.81696701049805,4_model
model,"(1, 1, 4, 2, 1, 0, 0, 1, 0, 0, 0, 0)",4,36.307247161865234,4_model
model,"(1, 0, 4, 2, 0, 0, 1, 0, 0, 0, 0, 0)",4,37.017887115478516,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 1, 1, 0)",4,36.95528030395508,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0)",3,35.92892074584961,3_model
model,"(1, 0, 4, 3, 0, 0, 0, 0, 1, 0, 0, 0)",4,35.90066146850586,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0)",3,36.19309616088867,3_model
model,"(1, 1, 3, 0, 1, 0, 0, 1, 0, 1, 0, 0)",3,35.67558670043945,3_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 1, 0, 0, 1)",4,35.636959075927734,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 2, 0, 0, 0, 0)",4,36.418025970458984,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 0, 1, 0, 0)",4,36.056880950927734,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1, 0)",4,37.33743667602539,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 2, 0)",4,36.57539749145508,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0)",4,36.40952682495117,4_model
model,"(1, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 1)",3,35.96113204956055,3_model
model,"(1, 1, 4, 1, 0, 0, 1, 1, 1, 0, 0, 0)",4,36.06369400024414,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0)",3,35.987361907958984,3_model
model,"(1, 1, 3, 0, 1, 0, 0, 1, 0, 0, 1, 0)",3,36.62948989868164,3_model
model,"(1, 0, 4, 2, 0, 0, 0, 1, 0, 0, 0, 0)",4,36.35395431518555,4_model
model,"(1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1)",3,36.012149810791016,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 3, 0, 0, 1, 0)",4,35.21775436401367,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 1, 0, 0, 1)",4,35.936710357666016,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0)",4,36.6932258605957,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 2, 0, 0, 0, 0)",4,36.54940414428711,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0, 2)",4,35.15543746948242,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1)",3,36.53731918334961,3_model
model,"(1, 1, 4, 1, 0, 1, 0, 0, 0, 1, 0, 0)",4,36.55282211303711,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0)",3,35.9682502746582,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 1, 0, 0)",4,36.66555404663086,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0)",4,36.75735092163086,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 1)",3,35.555110931396484,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 2, 1, 0, 0, 0)",3,34.91392135620117,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 1, 0, 1, 0)",4,36.70248031616211,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 1, 1, 1, 0, 0)",4,35.95419692993164,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1)",4,36.84480667114258,4_model
model,"(1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0)",4,37.03220748901367,4_model
model,"(1, 1, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0)",4,36.89775466918945,4_model
model,"(1, 1, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0)",4,37.2270622253418,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 1, 0, 0, 1, 0)",4,37.00484085083008,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 1, 0, 0)",4,35.90700912475586,4_model
model,"(1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0)",2,36.68198776245117,2_model
model,"(1, 0, 3, 0, 1, 0, 0, 1, 0, 0, 1, 0)",3,36.495609283447266,3_model
model,"(1, 1, 4, 1, 0, 1, 0, 0, 0, 1, 1, 0)",4,36.519657135009766,4_model
model,"(1, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0)",4,36.780643463134766,4_model
model,"(1, 1, 4, 1, 0, 0, 2, 0, 1, 0, 0, 0)",4,35.339229583740234,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 0, 1, 0)",4,37.12112808227539,4_model
model,"(1, 0, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0)",4,37.09592056274414,4_model
model,"(1, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0)",4,37.05134201049805,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 0, 1)",4,35.18514633178711,4_model
